"seqnames","start","end","width","strand","gene_id","gene_type","gene_name","full_name","ENTREZID","logFC","AveExpr","P.Value","adj.P.val"
"chr20",19757606,20002459,244854,"+","ENSG00000132669.13","protein_coding","RIN2","Ras and Rab interactor 2","54453",4.7745720567412,8.36098379584366,7.36990768009713e-11,7.26164627762398e-09
"chr6",132722787,132736935,14149,"-","ENSG00000093134.15","protein_coding","VNN3","vanin 3, pseudogene","55350",7.89130589391167,2.81301720231296,3.54288687159331e-11,4.68678006800496e-09
"chr2",205681990,205798133,116144,"+","ENSG00000118257.16","protein_coding","NRP2","neuropilin 2","8828",4.11930374847278,6.76439344073608,7.56784682436816e-11,7.35522636596924e-09
"chr8",22440819,22541142,100324,"+","ENSG00000120910.14","protein_coding","PPP3CC","protein phosphatase 3 catalytic subunit gamma","5533",2.56466196188801,5.0464773020952,7.7980786956686e-11,7.47725841107498e-09
"chr9",100427156,100451711,24556,"+","ENSG00000066697.14","protein_coding","MSANTD3","Myb/SANT DNA binding domain containing 3","91283",5.73876179937442,4.87049227968093,7.640999676676e-11,7.37614610680202e-09
"chr15",45448427,45513767,65341,"+","ENSG00000259354.5","lncRNA","AC025580.2",NA,NA,5.4525514435179,5.32845075134734,8.10389425393359e-11,7.71868914706328e-09
"chr20",44531785,44624247,92463,"+","ENSG00000168734.14","protein_coding","PKIG","cAMP-dependent protein kinase inhibitor gamma","11142",5.35441126774938,1.79065070924385,5.0788121015402e-11,5.7974624131717e-09
"chr20",37344685,37406050,61366,"+","ENSG00000197122.11","protein_coding","SRC","SRC proto-oncogene, non-receptor tyrosine kinase","6714",2.3721180682462,9.16596648230925,8.33457278337915e-11,7.87459353400956e-09
"chr19",2476122,2478259,2138,"+","ENSG00000099860.9","protein_coding","GADD45B","growth arrest and DNA damage inducible beta","4616",5.9964821744929,5.54886288469149,8.88294542858611e-11,8.27980365847285e-09
"chr3",101827991,101861022,33032,"+","ENSG00000144802.11","protein_coding","NFKBIZ","NFKB inhibitor zeta","64332",5.7709859695119,8.97718126000117,8.9827785193763e-11,8.27980365847285e-09
"chr16",69565094,69704666,139573,"+","ENSG00000102908.22","protein_coding","NFAT5","nuclear factor of activated T cells 5","10725",3.41939658811463,7.1098064001578,8.93372985231963e-11,8.27980365847285e-09
"chr19",18097793,18151692,53900,"+","ENSG00000099308.10","protein_coding","MAST3","microtubule associated serine/threonine kinase 3","23031",-4.80298267441473,3.02110429497938,6.58273095383923e-11,6.81503457518124e-09
"chr17",7839904,7854796,14893,"+","ENSG00000132510.10","protein_coding","KDM6B","lysine demethylase 6B","23135",4.75416824858779,5.07045164123844,9.4850974201282e-11,8.57680929375769e-09
"chr15",45430529,45448761,18233,"+","ENSG00000166920.12","protein_coding","C15orf48","chromosome 15 open reading frame 48","84419",4.13609209203416,8.34065548542685,9.41445555724847e-11,8.56715455709611e-09
"chr9",128552558,128633662,81105,"+","ENSG00000197694.18","protein_coding","SPTAN1","spectrin alpha, non-erythrocytic 1","6709",-2.46998442475537,4.43564007479704,9.77310257577891e-11,8.67256624224554e-09
"chr14",22836560,22849027,12468,"+","ENSG00000157227.13","protein_coding","MMP14","matrix metallopeptidase 14","4323",5.60384451588165,5.20291042988721,9.75202022026343e-11,8.67256624224554e-09
"chr10",26438341,26567803,129463,"+","ENSG00000077420.16","protein_coding","APBB1IP","amyloid beta precursor protein binding family B member 1 interacting protein","54518",-5.15009037431071,4.34683050930253,9.0677373002326e-11,8.30453607746302e-09
"chr9",112750760,112881671,130912,"+","ENSG00000148158.17","protein_coding","SNX30","sorting nexin family member 30","401548",-3.44562050474827,4.77344126415336,1.05301341064581e-10,9.22969484533535e-09
"chr6",30743199,30744548,1350,"-","ENSG00000137331.12","protein_coding","IER3","immediate early response 3","8870",6.07557672685428,6.5087969981619,1.08473678839768e-10,9.37256904986569e-09
"chr5",60751791,60844274,92484,"-","ENSG00000164181.14","protein_coding","ELOVL7","ELOVL fatty acid elongase 7","79993",7.5621002221145,5.51595154268248,1.03118014028395e-10,9.09411769397336e-09
"chr20",50190830,50192668,1839,"+","ENSG00000172216.6","protein_coding","CEBPB","CCAAT enhancer binding protein beta","1051",2.1370063955506,7.34414883015584,1.07268580668906e-10,9.34479397571135e-09
"chr1",93866284,93879918,13635,"-","ENSG00000067334.14","protein_coding","DNTTIP2","deoxynucleotidyltransferase terminal interacting protein 2","30836",2.69208643703664,8.19965325334286,1.10130008542017e-10,9.42172114993892e-09
"chr9",87726109,87731469,5361,"+","ENSG00000135047.15","protein_coding","CTSL","cathepsin L","1514",5.77751186470897,9.12977900474935,1.15540344200376e-10,9.76760294432407e-09
"chr5",150053291,150113372,60082,"-","ENSG00000182578.13","protein_coding","CSF1R","colony stimulating factor 1 receptor","1436",-5.16818479093812,9.20615318436101,1.1492082352153e-10,9.76760294432407e-09
"chr5",172768096,172771195,3100,"-","ENSG00000120129.6","protein_coding","DUSP1","dual specificity phosphatase 1","1843",4.67950478436227,8.38759460476753,1.19531725300439e-10,1.00455868198081e-08
"chr17",17042545,17217679,175135,"+","ENSG00000133030.21","protein_coding","MPRIP","myosin phosphatase Rho interacting protein","23164",3.4460345147489,5.26568550082471,1.23698157445685e-10,1.02748579966657e-08
"chr17",1829702,1900082,70381,"+","ENSG00000132383.12","protein_coding","RPA1","replication protein A1","6117",-4.65244422936604,3.9629936443584,1.08899451408812e-10,9.37256904986569e-09
"chr7",143288215,143307696,19482,"+","ENSG00000106144.20","protein_coding","CASP2","caspase 2","835",-5.46759034028643,3.17457793093881,8.37781351696964e-11,7.87459353400956e-09
"chr10",72273924,72276036,2113,"+","ENSG00000168209.5","protein_coding","DDIT4","DNA damage inducible transcript 4","54541",5.41967238825391,5.19689858665891,1.25981721535016e-10,1.0294051266861e-08
"chr22",40044817,40335808,290992,"+","ENSG00000100354.21","protein_coding","TNRC6B","trinucleotide repeat containing adaptor 6B","23112",-3.40137907362043,3.48916784453487,1.20497243885594e-10,1.00675094935292e-08
"chr2",173075435,173268015,192581,"+","ENSG00000091436.17","protein_coding","MAP3K20","mitogen-activated protein kinase kinase kinase 20","51776",3.58441050744347,8.35253051765029,1.25715789774328e-10,1.0294051266861e-08
"chr11",10305073,10307397,2325,"+","ENSG00000148926.10","protein_coding","ADM","adrenomedullin","133",4.04969757959766,6.08431523930258,1.30016415410443e-10,1.05542302668693e-08
"chr9",133471094,133479127,8034,"-","ENSG00000160326.14","protein_coding","SLC2A6","solute carrier family 2 member 6","11182",3.28960204033224,8.55018600033069,1.26090779848861e-10,1.0294051266861e-08
"chr12",6538375,6556083,17709,"-","ENSG00000010295.19","protein_coding","IFFO1","intermediate filament family orphan 1","25900",-4.00767494695688,5.60301409618973,1.32253467376893e-10,1.05984456666482e-08
"chr11",35138870,35232402,93533,"+","ENSG00000026508.19","protein_coding","CD44","CD44 molecule (Indian blood group)","960",2.85609522696068,12.3900897364968,1.32786573411495e-10,1.05984456666482e-08
"chr17",31303770,31314105,10336,"-","ENSG00000185862.7","protein_coding","EVI2B","ecotropic viral integration site 2B","2124",-5.02882461939095,4.99036682862793,1.31065678684473e-10,1.05792957704241e-08
"chr8",71841549,71844468,2920,"-","ENSG00000178860.8","protein_coding","MSC","musculin","9242",4.40005026144963,7.35894238022561,1.34699752503732e-10,1.06323500774631e-08
"chr3",46353734,46360928,7195,"+","ENSG00000121807.5","protein_coding","CCR2","C-C motif chemokine receptor 2","729230",-7.19997432173457,5.5455756429656,1.34106518227351e-10,1.06323500774631e-08
"chr6",137197485,137219449,21965,"-","ENSG00000027697.15","protein_coding","IFNGR1","interferon gamma receptor 1","3459",-3.8305989065847,8.51104381076683,1.38620505947606e-10,1.08817097168871e-08
"chr15",88621337,88632281,10945,"+","ENSG00000181026.15","protein_coding","AEN","apoptosis enhancing nuclease","64782",4.85128376312207,5.45310973734087,1.45071198576602e-10,1.13258590932455e-08
"chr4",159103013,159360174,257162,"+","ENSG00000109756.9","protein_coding","RAPGEF2","Rap guanine nucleotide exchange factor 2","9693",4.48300396541674,5.50487781230075,1.50908215425248e-10,1.15915358805404e-08
"chr3",185914558,185938103,23546,"-","ENSG00000136527.18","protein_coding","TRA2B","transformer 2 beta homolog","6434",1.92754727910949,7.90102213758375,1.47436959999571e-10,1.1447999171271e-08
"chr21",25561909,25575168,13260,"+","ENSG00000234883.6","lncRNA","MIR155HG","MIR155 host gene","114614",9.88186552108739,4.24819425554111,9.61014447159661e-11,8.63522855759125e-09
"chr12",8533305,8540905,7601,"-","ENSG00000166523.8","protein_coding","CLEC4E","C-type lectin domain family 4 member E","26253",3.38443378335832,6.56590541822211,1.53553322819225e-10,1.17316380915416e-08
"chr10",69269984,69401884,131901,"+","ENSG00000156515.23","protein_coding","HK1","hexokinase 1","3098",-2.43707705896539,7.15336713602435,1.56279628364437e-10,1.18764204810782e-08
"chr14",22773222,22829820,56599,"-","ENSG00000155465.19","protein_coding","SLC7A7","solute carrier family 7 member 7","9056",4.08298946145994,6.82481253128035,1.58494565983053e-10,1.19179571799993e-08
"chr7",130791264,131110161,318898,"-","ENSG00000285106.2","lncRNA","AC016831.6",NA,NA,6.4908253244544,3.62389391747737,1.49645956521036e-10,1.15567123287354e-08
"chr12",71754863,71800286,45424,"+","ENSG00000080371.6","protein_coding","RAB21","RAB21, member RAS oncogene family","23011",2.06773314954125,7.51994833208542,1.64501238496468e-10,1.23048648921416e-08
"chr15",90083045,90102477,19433,"-","ENSG00000182054.10","protein_coding","IDH2","isocitrate dehydrogenase (NADP(+)) 2","3418",-4.31714810219596,5.41145970140138,1.77877995869748e-10,1.31375970737179e-08
"chr13",29509414,29595688,86275,"-","ENSG00000139514.13","protein_coding","SLC7A1","solute carrier family 7 member 1","6541",2.03670535578696,6.74734894021151,1.74686183832676e-10,1.29986536896742e-08
"chr1",44800377,44805990,5614,"+","ENSG00000173846.13","protein_coding","PLK3","polo like kinase 3","1263",4.69088630787946,6.85348599906752,1.78529707160805e-10,1.31375970737179e-08
"chr19",33299934,33302534,2601,"-","ENSG00000245848.3","protein_coding","CEBPA","CCAAT enhancer binding protein alpha","1050",-4.91788247778535,3.22290011248575,1.58377559518215e-10,1.19179571799993e-08
"chr10",6089034,6117457,28424,"+","ENSG00000134453.16","protein_coding","RBM17","RNA binding motif protein 17","84991",2.71111256872397,6.60663351701004,1.79312061970672e-10,1.31375970737179e-08
"chr9",33025273,33039907,14635,"+","ENSG00000086061.16","protein_coding","DNAJA1","DnaJ heat shock protein family (Hsp40) member A1","3301",2.65675296099586,8.41062011431735,1.86650928903311e-10,1.36055194961306e-08
"chr16",19501693,19522123,20431,"-","ENSG00000006007.12","protein_coding","GDE1","glycerophosphodiester phosphodiesterase 1","51573",-3.03619580544374,4.7420694749073,2.00418823161315e-10,1.4461533972251e-08
"chr19",8520778,8577577,56800,"-","ENSG00000142347.19","protein_coding","MYO1F","myosin IF","4542",-3.46355287977296,7.18005778722718,1.99199014515184e-10,1.44464787836469e-08
"chr17",38702452,38704747,2296,"+","ENSG00000277969.1","lncRNA","AC006449.7",NA,NA,4.07662623677077,4.19004617916062,2.08138500034582e-10,1.47929211894633e-08
"chr5",43602692,43707405,104714,"+","ENSG00000112992.18","protein_coding","NNT","nicotinamide nucleotide transhydrogenase","23530",-3.30667927476785,4.13583355943032,2.09153081841646e-10,1.47929211894633e-08
"chr9",127815012,127854756,39745,"-","ENSG00000106991.13","protein_coding","ENG","endoglin","2022",-2.7614147834184,8.85684553809807,2.03266165936203e-10,1.45932849885957e-08
"chr1",12166991,12209228,42238,"+","ENSG00000028137.19","protein_coding","TNFRSF1B","TNF receptor superfamily member 1B","7133",3.64485215303187,11.3625474785414,2.12142917229835e-10,1.49304722091756e-08
"chr12",56118250,56144671,26422,"+","ENSG00000139641.12","protein_coding","ESYT1","extended synaptotagmin 1","23344",-4.3317380968333,4.43542401336765,2.16248454964543e-10,1.51448121376393e-08
"chr2",98444854,98594392,149539,"+","ENSG00000040933.16","protein_coding","INPP4A","inositol polyphosphate-4-phosphatase type I A","3631",-3.3585923766748,3.44424245141561,2.06380022631972e-10,1.47427569167149e-08
"chr2",201233443,201287711,54269,"+","ENSG00000064012.22","protein_coding","CASP8","caspase 8","841",-3.11555058388494,5.20028067474715,2.25359615286401e-10,1.54871892703297e-08
"chr1",241532134,241595642,63509,"+","ENSG00000117009.12","protein_coding","KMO","kynurenine 3-monooxygenase","8564",5.40023912051252,8.11672073508788,2.23826099356115e-10,1.54871892703297e-08
"chr1",15941869,15976132,34264,"-","ENSG00000116809.11","protein_coding","ZBTB17","zinc finger and BTB domain containing 17","7709",2.23341563621734,6.19795924201958,2.24207555749814e-10,1.54871892703297e-08
"chr10",110497907,110511533,13627,"+","ENSG00000138166.6","protein_coding","DUSP5","dual specificity phosphatase 5","1847",8.36888186119061,5.40174955970086,2.26761657073987e-10,1.55011664814165e-08
"chr14",20446401,20455089,8689,"-","ENSG00000092094.11","protein_coding","OSGEP","O-sialoglycoprotein endopeptidase","55644",-3.15991682005478,4.15944950514783,2.32392722312341e-10,1.57988307458141e-08
"chr14",69611596,69715144,103549,"+","ENSG00000100647.8","protein_coding","SUSD6","sushi domain containing 6","9766",2.54982035832844,7.91655098145537,2.25473183189513e-10,1.54871892703297e-08
"chr1",7915871,7943165,27295,"-","ENSG00000049249.9","protein_coding","TNFRSF9","TNF receptor superfamily member 9","3604",4.71963424716571,5.83386169894237,2.45369498458377e-10,1.62296019651613e-08
"chr12",121209857,121234106,24250,"+","ENSG00000135124.14","protein_coding","P2RX4","purinergic receptor P2X 4","5025",2.69998012987989,8.87188371106749,2.33847139245403e-10,1.57988307458141e-08
"chr7",43875894,43926411,50518,"-","ENSG00000106608.16","protein_coding","URGCP","upregulator of cell proliferation","55665",2.73266557066146,6.06348810585448,2.44443222646777e-10,1.62296019651613e-08
"chr7",130876809,130913310,36502,"-","ENSG00000226380.9","lncRNA","AC016831.1",NA,NA,7.57866527900513,4.05365584649591,2.34433549248448e-10,1.57988307458141e-08
"chr17",30970984,30999911,28928,"+","ENSG00000181481.14","protein_coding","RNF135","ring finger protein 135","84282",-4.55528646791257,4.27389046262437,2.44834031364489e-10,1.62296019651613e-08
"chr7",100826820,100867010,40191,"+","ENSG00000146828.18","protein_coding","SLC12A9","solute carrier family 12 member 9","56996",-3.00329027256266,3.72783325260858,2.50169171742864e-10,1.64708154686189e-08
"chr19",38899700,38908893,9194,"+","ENSG00000104825.17","protein_coding","NFKBIB","NFKB inhibitor beta","4793",2.33769405491506,4.2891493135201,2.64128189307897e-10,1.70390940621003e-08
"chr1",211258377,211316385,58009,"+","ENSG00000117625.13","protein_coding","RCOR3","REST corepressor 3","55758",-2.93073105593475,3.61973986988274,2.61408744176007e-10,1.70390940621003e-08
"chr12",122714756,122716811,2056,"-","ENSG00000255398.3","protein_coding","HCAR3","hydroxycarboxylic acid receptor 3","8843",4.26910568572133,5.45612867281183,2.68729766790562e-10,1.72167810678778e-08
"chrX",120625674,120630054,4381,"-","ENSG00000171155.8","protein_coding","C1GALT1C1","C1GALT1 specific chaperone 1","29071",-3.00322769027833,3.21343448577407,2.52731838530196e-10,1.65632099866097e-08
"chr1",24745382,24844321,98940,"+","ENSG00000169504.15","protein_coding","CLIC4","chloride intracellular channel 4","25932",3.11047820584061,8.1542860077989,2.63179849614265e-10,1.70390940621003e-08
"chr15",51952106,52067375,115270,"+","ENSG00000069956.12","protein_coding","MAPK6","mitogen-activated protein kinase 6","5597",3.2989546772418,7.79774960034131,2.73002757885523e-10,1.73350684529354e-08
"chr6",161129967,161274061,144095,"-","ENSG00000026652.15","protein_coding","AGPAT4","1-acylglycerol-3-phosphate O-acyltransferase 4","56895",3.95917418458939,4.51679320247337,2.9367213412188e-10,1.84021657026285e-08
"chr3",15427598,15450635,23038,"+","ENSG00000144597.14","protein_coding","EAF1","ELL associated factor 1","85403",2.8944016624035,5.58286458323603,2.87975400412769e-10,1.82048873703417e-08
"chr1",111117333,111140216,22884,"-","ENSG00000156171.14","protein_coding","DRAM2","DNA damage regulated autophagy modulator 2","128338",-3.46754812288629,4.62681496767389,3.01331604588833e-10,1.87179331946116e-08
"chr7",20330702,20415754,85053,"+","ENSG00000105855.10","protein_coding","ITGB8","integrin subunit beta 8","3696",8.77046833110415,4.40736186020527,2.64763692992669e-10,1.70390940621003e-08
